RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,2554,2007-03-31
0,0,0,0,0,0,0,0,0,0,2,,0,0,0,140,140,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,2732,2007-03-31
0,0,0,0,0,0,1,0,0,0,0,,,0,0,81,0,0,68,,,,,,68,,,,,,0,,,0,0,0,0,,,0,0,12,0,1,0,0,0,,,,,,,,,,,,,,,,,,2750,2007-03-31
0,0,0,0,0,0,0,0,0,0,24,,0,0,7,147,139,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,23,,,0,0,8,4,1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,2938,2007-03-31
0,0,0,0,0,0,28,0,0,0,5,,,0,5,123,13,0,0,,,,,,0,,,,,,5,,,0,0,0,0,,,0,0,82,70,2,0,0,0,,,,,,,,,,,,,,,,,,3252,2007-03-31
0,0,0,0,0,0,0,0,0,0,4,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,3458,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,3720,2007-03-31
0,0,0,0,0,0,0,0,0,0,2,,,0,52,34,0,0,24,,,,,,24,,,,,,52,,,0,0,0,1,,,0,0,10,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,3953,2007-03-31
0,0,0,0,0,0,0,0,0,0,82,,,0,16,61,0,0,9,,,,,,,,,,,,,,,0,0,0,0,,,0,0,52,13,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,4138,2007-03-31
0,0,0,0,0,0,2,0,0,0,0,,,0,1,9,0,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,7,13,0,0,0,0,,,0,0,0,0,0,0,2,0,,,,,,,,4156,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,18,12,0,0,,,,,,,,,,,,,,,0,0,0,2,,,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,4231,2007-03-31
0,0,0,0,0,0,0,0,0,0,2,,,0,2,6,0,0,2,,,,,,,,,,,,,,,0,0,0,0,,,0,0,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,4437,2007-03-31
0,0,0,0,0,0,0,0,0,0,8,,,0,3,10,0,0,9,,,,,,,,,,,,,,,0,0,0,0,,,0,0,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,4839,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,5005,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,5069,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,14,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,7,1,7,7,3,0,0,0,,,,,,,,,,,,,,,,,,5135,2007-03-31
0,0,0,0,0,0,0,0,0,0,4,,0,0,0,5,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,5210,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,5331,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,2,1,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,5461,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,5751,2007-03-31
0,0,0,0,0,0,147,0,0,0,0,,,0,0,152,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,5,2,0,0,0,0,,,0,0,0,0,0,0,147,0,,,,,,,,6039,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,72,59,0,0,,,,,,0,,,,,,0,,,0,0,11,0,,,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,6057,2007-03-31
0,0,0,0,0,0,0,31,0,0,5,,,0,0,11,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,11,3,0,0,0,0,,,,,,,,,,,,,,,,,,6141,2007-03-31
2,0,0,0,0,0,0,0,0,0,2,,0,0,0,479,70,0,12,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,2,7,303,30,0,1,0,90,,,2,0,0,0,0,0,0,0,0,0,,,,,,6329,2007-03-31
0,0,0,0,0,0,0,15,0,0,0,,0,0,0,10,10,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,3,0,1,0,0,0,0,,,0,0,0,0,0,15,0,0,0,0,,,,,,6972,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,7009,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,32,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,32,11,0,0,0,0,0,,,,,,,,,,,,,,,,,7045,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,6,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,7157,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,7456,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,38,37,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,1,8,0,0,0,0,,,,,,,,,,,,,,,,,,7634,2007-03-31
0,0,0,0,0,0,0,0,0,0,1,,,0,15,9,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,8033,2007-03-31
0,0,0,0,0,0,0,0,0,0,1,,,0,2,10,0,0,0,,,,,,0,,,,,,2,,,0,0,0,0,,,0,0,10,8,0,0,0,0,,,,,,,,,,,,,,,,,,8462,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,8631,2007-03-31
0,0,0,0,0,0,0,0,0,0,504,,0,0,0,75,74,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,9357,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9553,2007-03-31
0,0,0,0,0,0,0,0,0,0,75,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,11,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,9807,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,10,2,0,0,0,0,,,,,,,,,,,,,,,,,,9955,2007-03-31
0,0,22,0,0,0,0,0,0,0,1,,,0,0,27,2,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,2,1,0,0,1,0,,,,,,,,,,,,,,,,,,10157,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,36,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,6,1,30,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,10250,2007-03-31
0,0,20,0,0,0,0,0,0,0,0,,,0,0,22,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,2,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,10849,2007-03-31
0,0,0,0,0,0,0,0,0,0,19,,0,0,0,527,61,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,411,0,55,42,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,10858,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,47,47,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,11145,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,90,100,0,0,95,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,11640,2007-03-31
0,0,0,0,0,0,0,0,0,0,12,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,2,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,11837,2007-03-31
11,47,0,301,0,0,1,358,0,0,369,,0,0,356,220,91,0,88,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,372,0,29,0,,,11,47,0,0,1,358,0,0,0,0,,,,,,12030,2007-03-31
107,0,0,0,0,0,6,4,0,0,0,,,0,10,172,11,0,43,,,,,,34,,,,,,0,,,0,0,0,0,,,0,0,5,6,19,0,0,0,0,,107,0,0,0,0,0,6,4,,,,,,,,12058,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,21,47,0,0,31,,,,,,,,,,,,,,,0,0,0,0,,,0,0,16,7,0,0,0,0,,,,,,,,,,,,,,,,,,12142,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,12245,2007-03-31
809,1,0,25,18,0,1612,666,3289,952,1896,1896,0,0,1332,27813,4223,0,65,4223,0,0,0,0,89,,,0,0,0,4,,,0,0,5503,968,0,0,0,0,10928,3656,83,111,1232,45,,351,800,0,9,1,1183,632,429,34,2938,737,215,,,,,12311,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,12647,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,1,5,0,0,0,0,,,,,,,,,,,,,,,,,,12656,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,12937,2007-03-31
0,1,0,0,0,0,122,0,0,0,23,,0,0,0,253,34,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,64,37,2,1,33,0,,,0,0,0,1,122,0,0,0,0,0,,,,,,12946,2007-03-31
15,0,0,0,0,0,0,0,0,0,0,,,0,0,15,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,15,0,0,0,0,0,0,0,,,,,,,,12955,2007-03-31
0,0,0,0,0,0,0,0,0,0,144,,,0,0,13,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1,0,12,13,2,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,13037,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,84,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,84,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,13103,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,4,15,0,0,15,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13251,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13457,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,9,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,3,0,0,9,0,,,0,0,0,0,0,0,0,0,,,,,,,,14052,2007-03-31
0,0,0,0,0,0,0,0,0,0,2,,,0,0,221,141,0,2,,,,,,2,,,,,,0,,,0,0,0,0,,,0,0,77,21,0,0,1,0,,,,,,,,,,,,,,,,,,14155,2007-03-31
0,0,0,0,0,0,0,0,0,0,1,,0,0,0,3,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,14258,2007-03-31
0,0,0,0,0,0,0,1,149,74,1209,1209,0,0,1171,44064,14887,0,3264,14887,0,0,0,0,0,,,0,0,0,0,,,0,0,1705,4,0,0,10531,902,12123,4385,13,72,0,1405,0,149,0,0,0,0,0,1,0,0,0,0,74,,,,,14409,2007-03-31
0,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,14454,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,9,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,9,2,0,1,0,0,,,,,,,,,,,,,,,,,,14650,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,14753,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,1,0,0,2,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,14865,2007-03-31
0,0,0,0,0,0,29,10,2,69,93,,0,0,0,169,136,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,2,14,0,0,0,0,,,0,0,0,0,0,0,29,10,0,0,,,,,,15536,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,20,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,20,36,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,16337,2007-03-31
0,0,0,0,0,0,0,6,0,0,5,,,0,5,17,0,0,6,,,,,,,,,,,,,,,0,0,0,0,,,0,0,1,0,0,0,10,0,,,0,0,0,0,0,6,0,0,,,,,,,,16458,2007-03-31
85,0,0,0,0,0,0,0,0,0,0,,,0,0,95,3,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,7,0,0,0,0,0,,,0,0,85,0,0,0,0,0,,,,,,,,16551,2007-03-31
0,0,0,0,0,0,0,0,0,0,1,,,0,0,37,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,37,5,0,0,0,0,,,,,,,,,,,,,,,,,,16748,2007-03-31
0,0,0,0,0,0,0,0,0,0,35,,,0,0,8,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,16944,2007-03-31
0,0,0,0,0,0,0,0,0,0,1,,,0,0,3,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,16953,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17110,2007-03-31
0,0,0,0,0,0,0,1,0,0,6,,0,0,0,406,73,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,283,29,0,0,50,0,,,0,0,0,0,0,0,0,1,0,0,,,,,,17147,2007-03-31
0,0,0,0,0,0,0,0,0,0,1,,,0,6,5,0,0,5,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,17259,2007-03-31
245,0,58,35,0,0,0,0,0,0,82,,0,0,0,871,31,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,19,20,323,160,0,0,195,0,,,0,0,245,0,0,0,0,0,0,0,,,,,,17464,2007-03-31
76,6,0,0,0,0,0,0,0,0,5,,,0,0,107,12,0,0,,,,,,,,,,,,,,,0,0,1,0,,,0,0,18,7,12,1,0,0,,,0,0,76,6,0,0,0,0,,,,,,,,17839,2007-03-31
0,0,0,2,0,0,0,0,0,0,0,,,0,35,83,0,0,77,,,,,,0,,,,,,0,,,77,35,0,0,,,0,0,6,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,17950,2007-03-31
0,0,0,0,0,0,0,0,0,0,1,,,0,0,37,11,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,26,3,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,18050,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,318,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,224,83,17,52,0,94,0,,,,,,,,,,0,0,,,,,,18078,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,3,0,10,,,,,,,,,,,,,,,,,,18135,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18377,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,13,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,13,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,18827,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,117,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,117,43,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,18836,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,18854,2007-03-31
0,0,0,0,0,0,0,22,0,0,0,,,0,0,231,206,0,25,,,,,,23,,,,,,0,,,0,0,0,0,,,0,0,0,1,0,0,0,0,,,0,0,0,0,0,22,0,0,,,,,,,,18957,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,10,4,1,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,19356,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,0,0,23,86,0,0,67,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,3,1,0,19,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,19730,2007-03-31
0,0,0,0,0,0,10,0,0,0,0,,,0,0,13,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,3,6,0,0,0,0,,,0,0,0,0,10,0,0,0,,,,,,,,19936,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,19972,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,4,0,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,20053,2007-03-31
0,0,0,0,0,0,0,0,0,0,0,,,0,0,133,0,0,98,,,,,,,,,,,,,,,0,0,0,0,,,13,0,22,6,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,20147,2007-03-31
0,0,0,0,0,0,0,0,0,0,20,,,0,0,4,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,20259,2007-03-31
0,0,0,0,0,0,0,0,0,0,91,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,91,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,20370,2007-03-31
0,0,0,0,0,0,0,0,0,0,1,,,0,0,12,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,12,9,0,0,0,0,,,,,,,,,,,,,,,,,,20512,2007-03-31
0,0,0,0,0,0,0,0,0,0,11,,,0,0,29,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,13,2,0,29,0,,,0,0,0,0,0,0,0,0,,,,,,,,20633,2007-03-31
