RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
,,0,0,0,0,,,0,0,0,,,0,0,131,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,96,36,0,0,35,0,,,0,0,0,0,0,0,0,0,,,,,,,,1669,2010-09-30
,,0,0,0,0,,,0,0,6,,0,0,0,625,533,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,49,1,,,28,0,15,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,1829,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,1,73,62,0,11,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,1856,2010-09-30
,,0,0,0,0,,,0,0,130,,,0,0,377,8,0,0,,,,,,,,,,,,,,,0,0,0,0,,,10,12,33,7,0,0,78,6,,,0,0,0,0,242,0,0,14,,,,,,,,2040,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,22,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1,3,13,10,0,0,8,0,,,0,0,0,0,0,0,0,0,,,,,,,,2161,2010-09-30
,,0,0,0,0,,,0,0,0,,0,0,0,2107,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,1141,0,0,0,966,0,0,0,,,,,,2376,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,6,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,2554,2010-09-30
,,0,0,90,0,,,0,0,0,,0,0,0,2058,617,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,13,13,0,0,0,0,,,325,0,808,0,100,0,105,0,0,0,,,,,,2732,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,123,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,109,1,0,0,14,0,,,0,0,0,0,0,2,0,0,,,,,,,,2750,2010-09-30
,,0,0,0,0,,,0,0,37,,,0,14,647,219,0,134,,,,,,134,,,,,,14,,,0,0,0,0,,,0,0,265,154,3,0,0,0,,,0,0,0,0,0,0,29,51,,,,,,,,3252,2010-09-30
,,0,0,0,0,,,11,1,0,,,0,0,32,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,9,6,0,0,12,0,,,0,0,0,0,0,0,0,0,,,,,,,,3458,2010-09-30
,,0,0,0,0,,,0,0,8,,,0,0,203,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,5,0,0,0,0,,,0,0,203,1,0,0,0,0,,,,,,,,3720,2010-09-30
,,384,0,0,0,,,0,0,0,,,0,187,1857,233,0,0,,,,,,0,,,,,,187,,,0,0,0,0,,,0,0,14,2,0,3,0,825,,,0,0,74,0,327,0,0,0,,,,,,,,3953,2010-09-30
,,64,0,0,0,,,0,0,11,,,0,18,1471,1143,0,38,,,,,,,,,,,,,,,0,0,0,0,,,0,0,52,56,0,0,0,0,,,105,0,24,0,0,0,45,0,,,,,,,,4138,2010-09-30
,,0,0,0,0,,,0,0,191,,,0,7,1735,706,0,8,,,,,,8,,,,,,7,,,0,0,0,0,,,0,0,127,33,90,58,292,119,,,0,0,483,60,0,0,0,0,,,,,,,,4156,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,1309,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,59,21,0,0,0,0,,,0,0,0,0,1250,0,0,0,,,,,,,,4231,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,5,1031,0,0,15,,,,,,,,,,,,,,,0,0,10,1,,,0,0,258,6,1,0,0,0,,,0,0,434,0,65,0,249,0,,,,,,,,4437,2010-09-30
,,0,0,0,0,,,0,0,1,,0,0,0,649,8,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,70,3,,,0,0,67,10,0,0,125,0,,,0,0,376,0,3,42,0,0,0,0,,,,,,4839,2010-09-30
,,0,0,771,9,,,0,0,72,,0,0,0,10308,2886,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,3,0,0,0,770,0,,,4350,62,75,3,1092,2,361,2,0,0,,,,,,5005,2010-09-30
,,0,0,0,0,,,0,0,30,,0,0,0,10,10,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,4771,0,0,0,0,0,0,0,0,,,,,,5069,2010-09-30
,,0,0,175,0,,,0,0,0,,0,0,0,730,28,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,13,1,65,17,0,0,295,0,,,0,0,154,0,0,0,0,0,0,0,,,,,,5135,2010-09-30
,,0,0,0,0,,,0,0,2,,0,0,0,1355,793,0,79,,0,0,,0,0,,,0,,0,0,,,0,0,36,5,,,0,0,107,5,0,30,268,72,,,0,0,0,0,0,0,0,0,0,0,,,,,,5210,2010-09-30
,,0,0,356,0,,,0,0,0,,0,0,0,1287,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,17,0,,,0,0,3,1,0,0,215,0,,,100,0,0,0,596,0,0,0,0,0,,,,,,5331,2010-09-30
,,0,0,0,0,,,0,0,63,,0,0,0,650,205,0,0,,0,0,,0,0,,,0,,0,0,,,138,0,199,2,,,0,0,110,4,0,3,16,0,,,0,0,5,0,22,0,93,0,0,0,,,,,,5461,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,11,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,11,3,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,5751,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,77,67,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,1,10,27,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,6039,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,134,89,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,45,23,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,6141,2010-09-30
,,0,0,0,0,,,0,0,39,,0,0,0,8987,650,0,29,,0,0,,0,29,,,0,,0,0,,,0,0,552,0,,,74,3,1548,176,1,1,1042,470,,,620,36,3295,1,57,20,650,0,0,0,,,,,,6329,2010-09-30
,,0,0,0,0,,,0,0,1078,,0,0,0,34212,13421,0,0,,0,0,,0,0,,,0,,0,0,,,4043,15,228,0,,,0,0,985,6,0,75,98,286,,,332,453,8526,1294,1300,0,9036,90,0,0,,,,,,6972,2010-09-30
,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,7009,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,132,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,16,0,116,22,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,7045,2010-09-30
,,0,0,0,0,,,0,0,5,,,0,0,283,255,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,28,3,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,7157,2010-09-30
,,0,0,0,0,,,0,0,5,,,0,0,10,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,,,,,,,,7456,2010-09-30
,,0,0,0,0,,,0,0,4,,,0,0,2453,529,0,26,,,,,,,,,,,,,,,0,0,0,0,,,0,0,48,10,1,0,168,0,,,190,0,381,0,1111,32,0,0,,,,,,,,7634,2010-09-30
,,0,0,0,0,,,0,0,2,,,0,40,29,0,0,0,,,,,,0,,,,,,40,,,0,0,0,0,,,0,0,21,7,0,0,8,0,,,0,0,0,0,0,0,0,0,,,,,,,,8033,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,37,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,37,24,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,8462,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,61,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,6,4,0,0,55,0,,,0,0,0,0,0,0,0,0,,,,,,,,8631,2010-09-30
,,0,0,0,0,,,0,0,9,,0,0,0,248,244,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,4,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,9357,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,11,11,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,9553,2010-09-30
,,0,0,0,0,,,0,0,32,,0,0,0,14869,471,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,268,48,,,0,0,1082,31,4,0,243,0,,,1314,0,11134,2729,3,0,354,0,0,0,,,,,,9807,2010-09-30
,,0,0,0,0,,,0,0,9,,,0,0,101,50,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,4,4,0,0,0,0,,,0,0,0,0,0,0,47,0,,,,,,,,9955,2010-09-30
,,7,0,0,0,,,0,0,77,,0,0,47,8927,3911,0,113,,0,0,,0,0,,,0,,0,0,,,0,0,815,20,,,8,0,177,43,0,38,226,1257,,,5,0,1153,0,602,5,653,0,0,0,,,,,,10250,2010-09-30
,,377,15,30,39,,,0,0,0,,0,0,0,4480,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,253,0,990,0,,,0,0,2345,0,0,0,738,0,0,0,,,,,,10849,2010-09-30
,,0,0,166,60,,,0,0,45,,0,0,34,1092,676,0,107,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,77,44,0,2,0,35,0,,10,0,3,0,0,0,18,0,0,0,,,,,,10858,2010-09-30
,,0,0,0,0,,,0,0,24,,,0,0,652,288,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,67,19,6,0,297,0,,,0,0,0,0,0,0,0,0,,,,,,,,11145,2010-09-30
,,0,45,0,0,,,0,0,160,,0,0,47,371,255,0,46,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,28,21,5,0,17,0,,,10,0,15,0,0,0,0,0,0,0,,,,,,11640,2010-09-30
,,0,0,0,0,,,0,0,12,,,0,0,1125,903,0,3,,,,,,,,,,,,,,,0,0,41,0,,,2,0,5,2,0,0,21,0,,,0,0,0,0,0,0,150,0,,,,,,,,11837,2010-09-30
,,94,484,0,0,,,0,0,278,,0,0,20,7797,1386,0,16,,0,0,,0,16,,,0,,0,20,,,0,0,0,0,,,0,0,216,315,532,156,629,0,,,0,0,3639,425,1444,1023,373,0,0,0,,,,,,12030,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,67,241,0,0,78,,,,,,,,,,,,,,,0,0,0,0,,,0,1,34,21,7,0,7,0,,,0,0,0,0,122,0,0,0,,,,,,,,12142,2010-09-30
,,0,0,0,0,,,0,0,1,,,0,0,322,0,0,3,,,,,,,,,,,,,,,0,0,0,0,,,10,0,18,0,0,0,157,0,,,0,0,0,0,134,23,0,0,,,,,,,,12245,2010-09-30
,,300,3,22762,1283,,,21412,5753,34647,34647,0,0,2927,769754,156661,0,12142,156661,0,0,0,0,207,,,0,0,0,54,,,133586,27857,57359,3303,0,0,0,0,49645,16768,10802,1753,85959,137227,,18363,14380,1546,42328,3653,43963,7870,125409,4560,3049,1605,4148,,,,,12311,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,3,251,0,0,1,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,22,0,0,0,,,0,0,250,0,0,0,0,0,,,,,,,,12647,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,7,2,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,5,5,5,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,12656,2010-09-30
,,0,0,0,0,,,0,0,14,,,0,0,82,82,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,12937,2010-09-30
,,1286,0,181,0,,,0,0,11,,0,0,0,3237,312,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,246,151,30,0,611,0,,,204,0,0,0,397,0,0,0,0,0,,,,,,12946,2010-09-30
,,0,0,0,0,,,0,0,35,,,0,0,582,559,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,2,0,0,0,20,,,0,20,3,0,0,0,0,0,,,,,,,,12955,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,6,227,91,0,10,,,,,,,,,,,,,,,0,0,0,0,,,1,9,84,3,0,0,24,0,,,0,0,0,0,17,0,0,0,,,,,,,,13037,2010-09-30
,,0,0,0,0,,,0,0,5,,0,0,0,3623,2309,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,502,135,0,0,251,0,,,0,0,267,0,34,0,260,0,0,0,,,,,,13103,2010-09-30
,,0,0,0,0,,,0,0,2,,,0,11,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,9,,,,,,,,13251,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,13457,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,82,35,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,7,3,3,0,25,0,0,,0,0,0,0,0,0,15,18,,,,,,,,14052,2010-09-30
,,0,0,0,0,,,0,0,61,,,0,7,360,155,0,52,,,,,,52,,,,,,7,,,0,0,0,0,,,0,0,52,43,152,10,82,19,,,0,0,0,0,0,0,0,15,,,,,,,,14155,2010-09-30
,,0,0,0,0,,,45,0,1,,,0,0,373,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,150,0,0,0,178,0,,,,,,,,14454,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,81,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,30,19,0,0,0,48,,,0,0,3,0,0,0,0,0,,,,,,,,14650,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,12,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,12,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,14753,2010-09-30
,,0,0,0,0,,,0,0,4,,,0,2,691,149,0,89,,,,,,89,,,,,,2,,,0,0,0,0,,,0,0,9,0,0,0,0,0,,,140,6,304,0,0,0,0,0,,,,,,,,14865,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,14977,2010-09-30
,,0,0,90,0,,,0,0,83,,0,0,8,10345,1392,0,18,,0,0,,0,0,,,0,,0,0,,,0,0,39,0,,,0,0,705,71,773,2,1496,431,,,131,0,2858,13,2509,0,676,1,0,0,,,,,,16337,2010-09-30
,,0,0,0,0,,,0,0,9,,,0,13,397,221,0,26,,,,,,,,,,,,,,,0,0,0,0,,,0,0,4,1,3,1,30,0,,,13,0,103,0,0,0,0,0,,,,,,,,16458,2010-09-30
,,0,0,0,0,,,0,0,32,,,0,0,883,37,0,0,,,,,,,,,,,,,,,0,0,11,0,,,0,0,21,1,1,0,373,0,,,0,30,401,6,40,0,0,0,,,,,,,,16551,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,42,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,42,13,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,16748,2010-09-30
,,0,0,0,0,,,0,0,1,,,0,6,80,14,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,52,0,2,0,2,0,,,0,0,12,0,0,0,0,0,,,,,,,,16944,2010-09-30
,,0,0,0,0,,,0,0,9,,,0,0,66,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,66,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,16953,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,401,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,401,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,17110,2010-09-30
,,205,44,4372,163,,,54,0,2826,,0,0,402,53704,16809,0,1410,,0,0,,0,1410,,,0,,0,394,,,0,0,850,90,,,8,5,1790,690,573,93,5299,1012,,,429,0,2563,147,12054,604,6849,191,0,0,,,,,,17147,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,36,204,0,0,168,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,36,0,,,0,0,0,0,0,0,0,0,,,,,,,,17259,2010-09-30
,,681,0,0,0,,,0,0,3834,,0,0,23,33914,10050,0,110,,0,0,,0,0,,,0,,0,0,,,1709,0,1016,69,,,209,16,2624,267,29,6,335,620,,,427,11,15776,3576,436,0,1630,30,0,0,,,,,,17464,2010-09-30
,,0,0,0,0,,,0,0,1,,,0,11,41,0,0,9,,,,,,0,,,,,,0,,,0,0,15,0,,,0,0,17,5,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,17950,2010-09-30
,,8,0,0,0,,,0,0,7,,,0,44,272,51,0,76,,,,,,,,,,,,,,,0,0,0,0,,,0,0,117,26,0,0,0,2,,,18,0,0,0,0,0,0,0,,,,,,,,18050,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,407,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,103,0,0,15,140,164,,,0,0,0,0,0,0,0,0,,,,,,,,18135,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,18377,2010-09-30
,,0,0,0,0,,,0,0,1,,0,0,0,313,29,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,67,16,0,0,169,0,,,0,0,0,0,28,0,20,0,0,0,,,,,,18827,2010-09-30
,,13,0,0,0,,,0,0,0,,,0,0,830,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,303,142,0,0,268,67,,,0,0,84,0,95,8,0,0,,,,,,,,18836,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,17,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,17,10,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,18854,2010-09-30
,,1,0,0,0,,,0,0,8,,,0,1,356,281,0,1,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,35,1,0,0,38,0,,,0,0,0,0,0,0,0,0,,,,,,,,18957,2010-09-30
,,0,0,0,0,,,0,0,19,,,0,0,54,22,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,3,2,0,0,0,0,,,0,0,0,0,0,0,29,0,,,,,,,,19356,2010-09-30
,,0,0,2594,2,,,0,0,2,,0,0,99,21630,458,0,328,,0,0,,0,0,,,0,,0,0,,,0,0,3392,67,,,0,0,7,42,0,3,253,52,,,4500,27,6560,0,2575,8,911,9,0,0,,,,,,19730,2010-09-30
,,529,1,0,0,,,0,0,3,,,0,5,2697,76,0,8,,,,,,,,,,,,,,,0,0,0,0,,,0,0,23,6,4,0,418,0,,,0,0,1061,1,0,0,582,0,,,,,,,,19936,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,19972,2010-09-30
,,0,0,0,0,,,0,0,32,,,0,2,917,119,0,9,,,,,,0,,,,,,0,,,0,0,39,4,,,1,0,3,11,14,0,45,0,,,0,27,214,0,487,0,0,0,,,,,,,,20053,2010-09-30
,,0,0,379,0,,,0,0,115,,,0,0,4080,450,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,8,2,24,1032,535,,,763,49,485,0,275,8,161,0,,,,,,,,20370,2010-09-30
,,0,0,0,0,,,0,0,1,,,0,0,102,1,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,36,23,0,0,0,0,,,0,0,0,0,65,0,0,0,,,,,,,,20512,2010-09-30
,,0,0,0,0,,,0,0,57,,,0,0,93,77,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,8,4,6,0,8,0,,,0,0,0,0,0,0,0,0,,,,,,,,20633,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,229,224,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,5,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,20857,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,21256,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,25,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,1,0,0,0,0,0,,,0,0,0,0,24,0,0,0,,,,,,,,21359,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,1,0,0,1,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,21630,2010-09-30
,,0,0,0,0,,,0,0,1,,,0,4,446,0,0,5,,,,,,5,,,,,,4,,,0,0,0,0,,,4,0,24,6,0,0,0,0,,,0,0,413,0,0,0,0,0,,,,,,,,21658,2010-09-30
,,0,0,0,0,,,0,0,177,,,0,7,900,201,0,221,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,293,32,6,0,171,9,,,0,0,0,0,0,0,5,1,,,,,,,,22048,2010-09-30
,,0,0,0,0,,,0,0,1,,,0,17,655,355,0,43,,,,,,43,,,,,,17,,,0,0,0,0,,,0,0,34,3,0,0,0,0,,,0,0,0,0,223,0,0,0,,,,,,,,22356,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,55,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,1,0,54,27,97,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,22459,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,26,0,0,0,,,,,,,,,,,,,,,0,0,7,0,,,0,0,7,10,24,0,12,0,,,0,0,0,0,0,0,0,0,,,,,,,,22543,2010-09-30
,,0,0,0,0,,,0,0,1,,,0,0,98,41,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,5,2,0,0,27,0,,,0,0,0,0,0,0,25,1,,,,,,,,22552,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,72,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,63,7,7,0,9,0,,,0,0,0,0,0,0,0,0,,,,,,,,22730,2010-09-30
,,0,0,0,0,,,0,0,1,,0,0,10,2220,138,0,31,,0,0,,0,0,,,0,,0,0,,,0,0,24,0,,,0,0,243,38,83,0,147,262,,,719,0,342,69,36,0,278,0,0,0,,,,,,22936,2010-09-30
,,0,0,0,0,,,0,0,0,,,0,0,214,116,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,5,2,0,2,0,2,0,,20,0,45,63,26,0,0,0,,,,,,,,22954,2010-09-30
,,0,0,0,0,,,0,0,1,,,0,0,4,4,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,23045,2010-09-30
