RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
,,0,0,0,0,,,0,0,153,,0,0,57,6163,487,0,15,,0,0,,0,0,,,0,,0,57,,,0,0,593,0,,,0,0,331,60,10,24,69,109,,,1507,0,2988,1,0,0,64,227,0,0,,,,,,1632,2008-12-31
,,0,0,0,0,,,0,0,5,,,0,0,166,2,0,6,,,,,,,,,,,,,,,0,0,0,0,,,0,0,140,65,1,0,18,0,,,0,0,0,0,0,0,0,0,,,,,,,,1669,2008-12-31
,,0,0,0,0,,,0,0,31,,0,0,0,336,100,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,11,9,156,32,13,0,69,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,1829,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,8,64,62,0,2,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,1856,2008-12-31
,,0,0,0,0,,,0,0,57,,,0,0,3528,1249,0,0,,,,,,,,,,,,,,,0,0,0,0,,,6,3,62,25,0,0,0,0,,,0,0,1216,0,0,0,995,6,,,,,,,,2040,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,79,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,5,5,53,24,0,0,21,0,,,0,0,0,0,0,0,0,0,,,,,,,,2161,2008-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,2376,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,1747,1410,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,4,0,1,0,14,0,,,0,0,319,0,0,0,0,0,,,,,,,,2451,2008-12-31
,,0,0,0,0,,,0,0,2,,,0,0,26,26,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,2554,2008-12-31
,,0,0,0,0,,,0,0,22,,0,0,0,22,17,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,5,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,2732,2008-12-31
,,0,0,0,0,,,0,0,16,,,0,0,93,0,0,20,,,,,,20,,,,,,0,,,0,0,0,0,,,0,0,73,5,3,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,2750,2008-12-31
,,0,0,0,0,,,0,0,310,,0,0,13,2253,1314,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,74,41,,,0,0,63,46,0,100,132,43,,,307,0,38,0,209,0,73,0,0,0,,,,,,2938,2008-12-31
,,0,10,0,0,,,0,0,156,,,0,11,653,169,0,52,,,,,,52,,,,,,11,,,0,0,0,0,,,0,0,365,152,8,0,0,0,,,0,0,0,0,0,0,67,30,,,,,,,,3252,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,6,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,2,0,0,0,0,0,0,0,,,0,0,4,0,0,0,0,0,,,,,,,,3458,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,29,12,0,3,,,,,,,,,,,,,,,0,0,0,0,,,0,0,14,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,3720,2008-12-31
,,0,6,0,0,,,0,0,155,,,0,30,1134,887,0,101,,,,,,101,,,,,,30,,,0,0,0,0,,,0,0,63,20,0,0,56,0,,,0,0,0,0,27,0,0,0,,,,,,,,3953,2008-12-31
,,0,0,0,0,,,0,0,1,,,0,96,1984,470,0,148,,,,,,,,,,,,,,,0,0,0,0,,,0,0,409,95,65,0,119,0,,,0,0,258,0,17,0,563,0,,,,,,,,4138,2008-12-31
,,9,1,0,0,,,0,0,429,,,0,22,563,142,0,289,,,,,,289,,,,,,22,,,0,0,4,0,,,0,0,84,19,21,0,35,0,,,0,0,0,0,0,0,0,5,,,,,,,,4156,2008-12-31
,,0,0,0,0,,,0,0,3,,,0,0,192,12,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,131,37,0,0,49,0,,,0,0,0,0,0,0,0,0,,,,,,,,4231,2008-12-31
,,0,0,0,0,,,0,0,124,,,0,9,122,6,0,10,,,,,,,,,,,,,,,0,0,42,0,,,0,0,32,240,0,0,32,0,,,0,0,0,6,0,0,0,0,,,,,,,,4437,2008-12-31
,,0,0,68,0,,,0,0,0,,,0,8,921,0,0,35,,,,,,,,,,,,,,,0,0,0,0,,,0,0,41,10,0,0,6,0,,,0,0,298,41,0,0,473,0,,,,,,,,4839,2008-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,1,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,1,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,5005,2008-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,5069,2008-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,262,41,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,3,4,38,8,0,0,4,5,,,0,9,171,0,0,0,0,0,0,0,,,,,,5135,2008-12-31
,,0,0,0,0,,,0,0,7,,0,0,0,4052,1169,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,68,20,0,0,0,0,,,0,0,2765,0,50,0,0,0,0,0,,,,,,5210,2008-12-31
,,0,0,197,0,,,0,0,0,,0,0,13,2251,712,0,5,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,1,2,0,0,119,0,,,3,3,1214,0,0,0,0,0,0,0,,,,,,5331,2008-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,232,94,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,10,3,0,0,0,49,,,0,0,79,0,0,0,0,0,0,0,,,,,,5461,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,23,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,6,0,0,0,17,0,,,0,0,0,0,0,0,0,0,,,,,,,,5751,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,100,19,0,0,,,,,,,,,,,,,,,0,0,0,0,,,16,0,37,7,0,0,22,0,,,0,0,0,0,0,0,6,0,,,,,,,,6039,2008-12-31
,,0,0,0,0,,,0,0,5,,,0,0,72,28,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,8,11,36,10,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,6141,2008-12-31
,,0,0,0,0,,,0,0,143,,0,0,2,2841,353,0,2,,0,0,,0,2,,,0,,0,2,,,0,0,0,0,,,81,8,2268,234,56,3,77,59,,,0,0,0,2,1,1,0,0,0,0,,,,,,6329,2008-12-31
,,0,0,0,0,,,0,0,15,,0,0,0,10105,2059,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,105,0,,,0,0,186,32,0,0,132,37,,,4712,55,2049,0,0,146,825,0,0,0,,,,,,6972,2008-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,7009,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,167,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,5,1,162,25,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,7045,2008-12-31
,,0,0,0,0,,,0,0,100,,,0,0,187,184,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,7157,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,19,14,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,,,,,,,,7456,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,243,124,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,65,29,0,0,0,0,,,54,10,0,0,0,0,0,0,,,,,,,,7634,2008-12-31
,,0,0,0,0,,,0,0,7,,,0,49,107,0,0,41,,,,,,33,,,,,,49,,,0,0,0,0,,,0,0,10,9,0,0,56,0,,,0,0,0,0,0,0,0,0,,,,,,,,8033,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,45,31,0,0,12,,,,,,12,,,,,,45,,,0,0,0,0,,,0,0,19,16,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,8462,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,40,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,25,7,0,0,0,0,,,15,0,0,0,0,0,0,0,,,,,,,,8631,2008-12-31
,,0,0,0,0,,,0,0,24,,0,0,0,2174,102,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,42,19,0,0,2030,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,9357,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,2,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,2,2,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,9553,2008-12-31
,,0,0,150,0,,,0,0,44,,0,0,0,48444,3842,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,464,0,,,0,0,10,0,66,0,101,230,,,40185,572,2017,0,0,0,1445,0,0,0,,,,,,9807,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,249,227,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,7,8,0,0,15,0,,,0,0,0,0,0,0,0,0,,,,,,,,9955,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,1185,96,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,15,6,0,0,0,0,,,30,0,250,0,794,0,0,0,,,,,,,,10157,2008-12-31
,,0,0,0,0,,,0,0,16,,0,0,60,1227,186,0,129,,0,0,,0,0,,,0,,0,0,,,0,0,118,0,,,32,8,205,28,0,3,0,207,,,45,0,13,0,292,0,0,0,0,0,,,,,,10250,2008-12-31
,,0,0,1000,0,,,0,0,0,,0,0,0,1693,0,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,10,0,,,32,29,379,0,70,32,202,31,0,0,,,,,,10849,2008-12-31
,,0,0,0,0,,,0,0,126,,0,0,50,3761,539,0,0,,0,0,,0,0,,,0,,0,50,,,0,0,0,0,,,3005,0,217,143,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,10858,2008-12-31
,,0,0,0,0,,,0,0,19,,,0,0,830,423,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,99,19,2,0,308,0,,,0,0,0,0,0,0,0,0,,,,,,,,11145,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,123,809,368,0,142,,,,,,0,,,,,,6,,,0,0,0,0,,,0,0,83,63,3,0,63,0,,,2,0,0,0,151,81,0,0,,,,,,,,11640,2008-12-31
,,0,0,0,0,,,0,0,3,,,0,0,127,124,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,3,18,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,11837,2008-12-31
,,812,926,0,0,,,0,0,1088,,0,0,1,8939,1124,0,1,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,769,668,890,123,1252,79,,,147,100,1278,173,2976,1557,501,8,0,0,,,,,,12030,2008-12-31
,,0,0,0,0,,,0,0,11,,,0,116,223,8,0,164,,,,,,,,,,,,,,,0,0,0,0,,,5,0,35,8,0,0,11,0,,,0,0,0,0,0,0,0,0,,,,,,,,12142,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,38,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,4,1,4,3,0,0,30,0,,,0,0,0,0,0,0,0,0,,,,,,,,12245,2008-12-31
,,192,11,3804,58,,,30105,4661,6823,6823,0,0,11948,530394,57263,0,174352,57263,0,0,0,0,2,,,0,0,0,27,,,2744,75,46378,2872,0,0,0,18,74360,20898,3098,48,31870,26517,,14214,21062,146,19253,28,6323,154,38913,2735,15891,2553,2108,,,,,12311,2008-12-31
,,69,0,0,0,,,0,0,0,,,0,0,71,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,2,0,0,12,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,12647,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,6,4,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,12656,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,12937,2008-12-31
,,0,0,0,0,,,0,0,483,,0,0,25,1590,255,0,0,,0,0,,0,0,,,0,,0,25,,,0,0,0,0,,,0,0,312,110,61,0,168,0,,,832,0,0,0,23,0,0,0,0,0,,,,,,12946,2008-12-31
,,0,0,0,0,,,0,0,5,,,0,0,499,380,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,4,0,0,18,,,69,0,32,8,0,0,0,0,,,,,,,,12955,2008-12-31
,,0,0,0,0,,,0,0,37,,,0,0,821,307,0,0,,,,,,,,,,,,,,,0,0,0,0,,,3,4,103,40,340,0,408,0,,,0,0,0,0,0,0,0,0,,,,,,,,13037,2008-12-31
,,0,0,0,0,,,0,0,11,,0,0,0,1224,383,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,750,13,0,0,91,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,13103,2008-12-31
,,0,0,0,0,,,0,0,8,,,0,20,332,21,0,0,,,,,,0,,,,,,7,,,0,0,0,0,,,0,0,5,0,5,0,0,0,,,0,0,306,0,0,0,0,0,,,,,,,,13251,2008-12-31
,,0,0,0,0,,,0,0,5,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,13457,2008-12-31
,,0,0,0,0,,,0,0,5,,,0,0,242,77,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,36,1,1,0,98,4,,,0,0,0,0,27,0,0,0,,,,,,,,14052,2008-12-31
,,0,0,0,0,,,0,0,55,,,0,37,834,244,0,69,,,,,,22,,,,,,13,,,0,0,0,0,,,0,0,54,27,3,0,164,0,,,303,0,0,0,0,0,0,0,,,,,,,,14155,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,73,21,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,52,0,0,0,0,0,,,,,,,,14454,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,204,172,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,31,20,2,0,1,0,,,0,0,0,0,0,0,0,0,,,,,,,,14650,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,14753,2008-12-31
,,0,0,0,0,,,0,0,500,,,0,0,424,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,10,4,4,3,0,0,0,40,,,357,109,0,0,0,0,13,0,,,,,,,,14865,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,37,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,22,0,0,0,0,15,0,,0,0,0,0,0,0,0,0,,,,,,,,14977,2008-12-31
,,0,0,80,0,,,0,256,14,,0,0,0,8563,1973,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,217,0,,,0,0,363,26,0,0,193,154,,,130,0,4212,0,0,4,1241,0,0,0,,,,,,15536,2008-12-31
,,0,0,0,0,,,0,0,52,,0,0,49,2684,387,0,54,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,637,41,1,0,741,0,,,0,0,865,0,0,0,0,0,0,0,,,,,,16337,2008-12-31
,,0,0,0,0,,,0,0,20,,,0,13,73,0,0,24,,,,,,,,,,,,,,,0,0,0,0,,,0,0,22,1,1,1,19,8,,,0,0,0,0,0,0,0,3,,,,,,,,16458,2008-12-31
,,0,0,0,0,,,0,0,22,,,0,2,457,45,0,1,,,,,,,,,,,,,,,0,0,0,3,,,0,0,30,10,0,0,41,0,,,72,0,133,0,27,0,108,0,,,,,,,,16551,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,148,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,139,27,0,0,9,0,,,0,0,0,0,0,0,0,0,,,,,,,,16748,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,18,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,18,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,16944,2008-12-31
,,0,0,0,0,,,0,0,3,,,0,0,31,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,31,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,16953,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,150,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,17110,2008-12-31
,,15,0,91,76,,,0,0,748,,0,0,211,16075,4821,0,430,,0,0,,0,0,,,0,,0,0,,,0,0,131,78,,,0,0,2301,816,897,101,2305,431,,,983,324,2306,1771,379,53,1882,1107,0,0,,,,,,17147,2008-12-31
,,0,0,0,0,,,0,0,1,,,0,20,77,0,0,77,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,17259,2008-12-31
,,528,50,0,0,,,0,0,800,,0,0,0,88283,8986,0,2000,,0,0,,0,0,,,0,,0,0,,,0,0,621,50,,,458,76,2791,411,0,0,0,29,,,278,0,70505,531,509,53,1578,9,0,0,,,,,,17464,2008-12-31
,,0,0,0,0,,,0,0,63,,,0,0,403,246,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,12,29,2,5,30,0,,,50,0,15,24,50,0,0,0,,,,,,,,17839,2008-12-31
,,0,0,0,0,,,0,0,5,,,0,7,35,0,0,0,,,,,,0,,,,,,7,,,0,0,0,0,,,0,0,10,7,0,0,25,0,,,0,0,0,0,0,0,0,0,,,,,,,,17950,2008-12-31
,,0,0,0,0,,,0,0,15,,,0,61,389,120,0,80,,,,,,,,,,,,,,,0,0,0,0,,,0,0,189,84,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,18050,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,283,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,3,0,283,,,0,0,0,0,0,0,0,0,,,,,,,,18135,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,18377,2008-12-31
,,0,0,0,0,,,0,0,0,,0,0,0,1067,105,0,0,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,211,66,52,0,157,58,,,0,0,0,0,236,0,300,0,0,0,,,,,,18827,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,452,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,307,66,0,0,126,0,,,15,0,4,0,0,0,0,0,,,,,,,,18836,2008-12-31
,,0,0,0,0,,,0,0,24,,,0,0,235,101,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,54,11,131,0,0,80,,,0,0,0,0,0,0,0,0,,,,,,,,18854,2008-12-31
,,0,0,0,0,,,0,0,21,,,0,6,1315,927,0,10,,,,,,0,,,,,,3,,,0,0,0,0,,,0,1,42,3,4,0,6,0,,,330,0,0,0,0,0,0,0,,,,,,,,18957,2008-12-31
,,0,0,0,0,,,0,0,7,,,0,0,710,691,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,14,4,0,0,0,0,,,0,0,0,0,0,0,5,1,,,,,,,,19356,2008-12-31
,,0,0,0,0,,,0,0,0,,0,0,116,4901,319,0,823,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,726,3,2,0,100,23,,,2000,0,0,0,859,2,51,0,0,0,,,,,,19730,2008-12-31
,,4,0,0,0,,,0,0,29,,,0,1,888,29,0,6,,,,,,,,,,,,,,,0,0,0,0,,,0,0,47,9,1,0,5,0,,,250,0,0,0,547,6,0,0,,,,,,,,19936,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,73,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,73,0,0,,0,0,0,0,0,0,0,0,,,,,,,,19972,2008-12-31
,,0,73,0,0,,,0,0,2,,,0,0,1432,50,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,28,27,242,0,21,0,,,431,2,250,0,16,0,636,0,,,,,,,,20053,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,19,3,0,0,,,,,,0,,,,,,0,,,0,0,10,0,,,0,0,4,7,0,0,2,0,,,0,0,0,0,0,0,0,0,,,,,,,,20147,2008-12-31
,,0,0,0,0,,,0,0,6,,,0,0,622,62,0,0,,,,,,,,,,,,,,,62,0,0,0,,,0,0,3,11,0,9,0,88,,,370,0,2,0,0,0,97,0,,,,,,,,20370,2008-12-31
,,0,0,0,0,,,0,0,2,,,0,0,37,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,37,28,0,0,0,0,,,0,0,0,0,0,1,0,3,,,,,,,,20512,2008-12-31
,,0,0,0,0,,,0,0,13,,,0,0,35,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,17,17,18,0,18,0,,,0,0,0,0,0,0,0,0,,,,,,,,20633,2008-12-31
,,0,0,0,0,,,0,0,1,,,0,0,1,1,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,20857,2008-12-31
,,0,0,0,0,,,0,0,124,,,0,0,1899,726,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,52,0,0,0,0,0,,,1117,0,0,0,4,0,0,0,,,,,,,,20866,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,21256,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,21359,2008-12-31
,,0,0,0,0,,,0,0,0,,,0,0,4,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,4,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,21630,2008-12-31
,,0,0,0,0,,,0,0,34,,,0,0,39,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,6,0,33,20,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,21658,2008-12-31
,,0,0,0,0,,,0,0,102,,,0,24,952,0,0,90,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,419,18,18,0,358,79,,,0,0,0,0,6,2,0,31,,,,,,,,22048,2008-12-31
