RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
,,0,0,0,1,,,0,0,0,,,0,0,16,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,1,0,,,0,0,0,0,0,0,0,0,,,,13,2,2,3,37,2011-03-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,3,242,2011-03-31
,,0,0,0,0,,,0,0,2,,,0,0,10,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,0,0,,,10,0,0,0,0,0,0,0,,,,0,1,0,1,279,2011-03-31
,,0,0,0,0,,,0,0,0,,,0,1,25,0,0,0,,,,,,0,,,,,,1,,,0,0,0,0,,,0,0,,,0,0,13,0,,,0,0,0,0,0,0,0,0,,,,12,1,0,0,354,2011-03-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,4,457,2011-03-31
,,0,0,0,0,,,0,0,20,,0,0,0,105,88,0,1,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,,,34,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,15,6,1,1,505,2011-03-31
,,0,0,0,0,,,0,0,1,,,0,0,68,0,0,48,,,,,,0,,,,,,0,,,0,0,0,0,,,1,0,,,0,0,17,0,,,0,0,0,0,0,0,0,0,,,,0,0,2,1,1155,2011-03-31
,,0,0,0,0,,,0,0,0,,,0,5,10,7,0,0,,,,,,0,,,,,,5,,,0,0,0,0,,,0,0,,,1,0,0,0,0,,0,0,0,0,0,0,0,0,,,,3,25,0,0,1351,2011-03-31
,,0,0,0,0,,,0,0,1,,0,0,1,12,1,0,4,,0,0,,0,0,,,0,,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,,0,1,6,3,1454,2011-03-31
,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,1557,2011-03-31
